PTJ1,PTj2,Etaj1,Etaj2,phijj,MET,metphij1,metphij2,signal
296.117,67.8539,2.11995,1.8182,-1.0837,338.448,-2.91222,-3.99591,1
192.381,27.4293,3.56204,2.88627,-0.382989,163.891,3.40984,3.02685,1
272.144,29.6952,-0.673718,1.74969,5.13823,308.457,-3.16413,1.9741,1
351.878,204.743,-0.879239,-0.0643079,-0.454375,507.516,-2.97224,-3.42662,1
180.262,40.121,-2.14769,1.26762,-2.02568,161.23,3.37806,1.35239,1
183.876,30.1945,2.33561,-1.97647,0.929511,199.225,-3.31889,-2.38938,1
194.908,26.2551,-0.778928,-1.3473,2.38961,159.08,-3.24041,-0.850806,1
255.155,43.352,0.128906,-1.51758,2.33168,230.173,-3.15504,-0.823356,1
238.697,29.3306,1.78165,3.16816,-4.74094,240.261,3.06302,-1.67792,1
151.629,25.6414,-1.97208,-2.12066,-1.00639,139.222,3.36426,2.35786,1
273.089,50.8635,-1.16333,2.50403,-1.79339,275.62,3.38845,1.59505,1
142.706,28.6709,-0.0269407,-3.47427,-0.186107,173.427,3.2568,3.07069,1
144.53,29.9655,-0.401116,-2.57055,2.224,135.102,-3.39921,-1.17522,1
236.872,137.538,-1.35135,0.400121,-1.06079,350.689,-2.72548,-3.78627,1
176.882,52.0321,-3.21231,0.202378,1.87085,164.68,-3.47102,-1.60017,1
172.957,77.2957,1.30466,-0.828976,1.86097,136.963,-3.65731,-1.79635,1
180.767,41.6693,0.702409,-3.51854,-3.9753,150.943,2.92657,-1.04873,1
152.865,34.1291,0.459461,0.795346,1.96535,146.041,2.64906,4.61441,1
137.457,52.9457,2.28773,0.793351,0.0852978,217.64,3.05972,3.14502,1
186.335,48.0654,-1.50482,2.92301,1.0741,223.217,2.84379,3.91789,1
162.99,125.916,-0.329321,1.80909,-1.24321,233.886,-2.59479,-3.838,1
147.914,31.9046,1.84548,1.30154,0.994017,178.49,-3.24919,-2.25518,1
291.793,28.8343,0.98876,0.755076,-0.952897,333.939,-3.05667,-4.00956,1
205.352,33.7196,0.0340448,-1.11103,0.119779,249.621,-3.11568,-2.9959,1
543.824,258.545,1.54088,2.15713,-2.88493,297.949,3.45635,0.571421,1
139.654,83.6099,-2.42721,-2.04337,-2.06566,139.61,-2.46193,-4.52759,1
198.067,91.2986,0.549901,-0.626692,-0.796135,225.727,3.27905,2.48291,1
142.302,37.2191,-0.620095,-2.73445,1.26823,147.14,-3.2713,-2.00308,1
149.533,25.961,-1.63896,-2.13629,1.36542,148.623,2.9662,4.33162,1
420.11,34.2018,0.532732,0.514054,-3.55713,399.516,3.13518,-0.421954,1
